date,home_team,away_team,elo_home_pre,elo_away_pre,neutral,home_score,away_score,tournament
1887-02-05,England,Northern Ireland,1597.4107348071616,1265.1876993506432,False,7,0,British Home Championship
1887-02-19,Scotland,Northern Ireland,1717.1287427656612,1260.0105607047917,False,4,1,British Home Championship
1887-02-26,England,Wales,1602.5878734530131,1420.272823076534,False,4,0,British Home Championship
1887-03-12,Northern Ireland,Wales,1257.9682043993223,1411.01982400187,False,4,1,British Home Championship
1887-03-19,England,Scotland,1611.8408725276772,1719.1710990711306,False,2,3,British Home Championship
1887-03-21,Wales,Scotland,1380.7924484082791,1733.854674700273,False,0,2,British Home Championship
1888-02-04,England,Wales,1597.1572968985347,1372.2889811845657,False,5,1,British Home Championship
1888-03-03,Wales,Northern Ireland,1364.7778603557929,1288.195579992913,False,11,0,British Home Championship
1888-03-10,Scotland,Wales,1742.3581419239865,1386.6990841086133,False,5,1,British Home Championship
1888-03-17,Scotland,England,1746.1647905650154,1604.6684177273075,False,0,5,British Home Championship
1888-03-24,Northern Ireland,Scotland,1266.2743562400926,1698.1276768182306,False,2,10,British Home Championship
1888-04-07,Northern Ireland,England,1257.0868818113408,1652.7055314740924,False,1,5,British Home Championship
1888-09-19,Scotland,Canada,1707.3151512469824,1504.9104899161143,False,4,0,Friendly
1889-02-23,England,Wales,1661.3815906224843,1382.8924354675844,False,4,1,British Home Championship
1889-03-02,England,Northern Ireland,1666.7194885626805,1248.410822662949,False,6,1,British Home Championship
1889-03-09,Scotland,Northern Ireland,1712.910666477588,1245.5205524912692,False,7,0,British Home Championship
1889-04-13,England,Scotland,1669.6097587343602,1715.3913266313652,False,2,3,British Home Championship
1889-04-15,Wales,Scotland,1377.5545375273882,1732.713306293931,False,0,0,British Home Championship
1889-04-27,Northern Ireland,Wales,1243.039892337492,1386.9408397302777,False,1,3,British Home Championship
1890-02-08,Wales,Northern Ireland,1406.6128400695036,1223.367891998266,True,5,2,British Home Championship
1890-03-15,Northern Ireland,England,1209.8073387907918,1652.2877790717944,False,1,9,British Home Championship
1890-03-15,Wales,England,1420.1733932769778,1660.996698628242,False,1,3,British Home Championship
1890-03-22,Scotland,Wales,1723.3270040910415,1406.3244967148707,False,5,0,British Home Championship
1890-03-29,Northern Ireland,Scotland,1201.0984192343442,1728.3152644220586,False,1,4,British Home Championship
1890-04-05,Scotland,England,1732.4503834082752,1674.845595190349,False,1,1,British Home Championship
1891-02-07,Northern Ireland,Wales,1196.9633002481276,1401.3362363838537,False,7,2,British Home Championship
1891-03-07,England,Wales,1681.2186841049993,1362.5856180314179,False,4,1,British Home Championship
1891-03-07,England,Northern Ireland,1685.5459961605295,1235.7139186005634,False,6,1,British Home Championship
1891-03-21,Wales,Scotland,1358.2583059758877,1726.077294493625,False,3,4,British Home Championship
1891-03-28,Scotland,Northern Ireland,1731.3659863623363,1233.283866191269,False,2,1,British Home Championship
1891-04-04,England,Scotland,1687.976048569824,1732.2954818141452,False,2,1,British Home Championship
1892-02-27,Wales,Northern Ireland,1352.9696141071763,1232.3543707394601,False,1,1,British Home Championship
1892-03-05,Northern Ireland,England,1240.7764653523373,1700.5924966052983,False,0,2,British Home Championship
1892-03-05,Wales,England,1344.5475194942992,1705.6289409937372,False,0,2,British Home Championship
1892-03-19,Northern Ireland,Scotland,1235.7400209638984,1719.6790337786708,False,2,3,British Home Championship
1892-03-26,Scotland,Wales,1722.6443669126731,1336.3578532774277,False,6,1,British Home Championship
1892-04-02,Scotland,England,1726.0861195876287,1713.8186072106087,False,1,4,British Home Championship
1893-02-25,England,Northern Ireland,1748.2674279608143,1232.774687829896,False,6,1,British Home Championship
1893-03-13,England,Wales,1749.9541201246252,1332.9161006024722,False,6,0,British Home Championship
1893-03-18,Wales,Scotland,1329.823737801262,1691.637298837423,False,0,8,British Home Championship
1893-03-25,Scotland,Northern Ireland,1704.559626353679,1231.0879956660851,False,6,1,British Home Championship
1893-04-01,England,Scotland,1753.0464829258353,1706.69149471337,False,5,2,British Home Championship
1894-02-24,Wales,Northern Ireland,1316.901410285006,1228.9561273063941,False,4,1,British Home Championship
1894-03-03,Northern Ireland,England,1215.6659295216607,1768.8495732510378,False,2,2,British Home Championship
1894-03-12,Wales,England,1330.1916080697395,1755.906924577911,False,1,5,British Home Championship
1894-03-24,Scotland,Wales,1690.8884043881676,1322.7121625681154,False,5,2,British Home Championship
1894-03-31,Northern Ireland,Scotland,1228.6085781947875,1694.2099073742165,False,1,2,British Home Championship
1894-04-07,Scotland,England,1697.4695091627807,1763.386370079535,False,2,2,British Home Championship
1895-03-09,England,Northern Ireland,1764.853155319194,1225.3489764062233,False,9,0,British Home Championship
1895-03-16,Northern Ireland,Wales,1223.5061001479955,1319.3906595820665,False,2,2,British Home Championship
1895-03-18,England,Wales,1766.6960315774218,1319.5683291244684,False,1,1,British Home Championship
1895-03-23,Wales,Scotland,1333.33502352426,1696.0027239231217,False,2,2,British Home Championship
1895-03-30,Scotland,Northern Ireland,1686.4218378664011,1223.3284306055937,False,3,1,British Home Championship
1895-04-06,England,Scotland,1752.9293371776303,1688.1154668381375,False,3,0,British Home Championship
1896-02-29,Wales,Northern Ireland,1342.9159095809805,1221.6348016338573,False,6,1,British Home Championship
1896-03-07,Northern Ireland,England,1208.518318337358,1767.5840455472,False,0,2,British Home Championship
1896-03-16,Wales,England,1356.0323928774797,1770.5741559387968,False,1,9,British Home Championship
1896-03-21,Scotland,Wales,1673.4607584685677,1346.017504638301,False,4,0,British Home Championship
1896-03-28,Northern Ireland,Scotland,1205.5282079457613,1677.8859265169658,False,3,3,British Home Championship
1896-04-04,Scotland,England,1666.034235474925,1780.5890441779754,False,2,1,British Home Championship
1897-02-20,England,Northern Ireland,1764.9610299085116,1217.379898987802,False,6,0,British Home Championship
1897-03-06,Northern Ireland,Wales,1215.8829472643738,1341.592336589903,False,4,3,British Home Championship
1897-03-20,Wales,Scotland,1325.4843945214448,1681.6622497443889,False,2,2,British Home Championship
1897-03-27,Scotland,Northern Ireland,1672.24922714983,1231.990889332832,False,5,1,British Home Championship
1897-03-29,England,Wales,1766.45798163194,1334.8974171160037,False,4,0,British Home Championship
1897-04-03,England,Scotland,1768.977509938258,1674.650966296546,False,1,2,British Home Championship
1898-02-19,Wales,Northern Ireland,1332.3778888096856,1229.589150186116,False,0,1,British Home Championship
1898-03-05,Northern Ireland,England,1252.4690979224276,1746.365455199624,False,2,3,British Home Championship
1898-03-19,Scotland,Wales,1697.26302103518,1309.497941073374,False,5,2,British Home Championship
1898-03-26,Northern Ireland,Scotland,1249.6534514991104,1700.2504836773123,False,0,3,British Home Championship
1898-03-28,Wales,England,1306.5104784312416,1749.1811016229412,False,0,3,British Home Championship
1898-04-02,Scotland,England,1706.409015732149,1755.5920361844026,False,1,3,British Home Championship
1899-02-18,England,Northern Ireland,1781.359685928557,1243.4949194442736,False,13,2,British Home Championship
1899-03-04,Northern Ireland,Wales,1241.4490108882753,1300.0995438697803,False,1,0,British Home Championship
1899-03-18,Wales,Scotland,1286.8763627181954,1680.6413659879947,False,0,6,British Home Championship
1899-03-20,England,Wales,1783.4055944845552,1276.9544299865527,False,4,0,British Home Championship
1899-03-25,Scotland,Northern Ireland,1690.5632987196375,1254.6721920398602,False,9,1,British Home Championship
1899-04-08,England,Scotland,1785.068851154167,1693.6795640514667,False,2,1,British Home Championship
1900-02-03,Scotland,Wales,1686.1970611011013,1275.2911733169408,False,5,2,British Home Championship
1900-02-24,Wales,Northern Ireland,1272.6576108517063,1251.555926708031,False,2,0,British Home Championship
1900-03-03,Northern Ireland,Scotland,1236.5956019137004,1688.8306235663358,False,0,3,British Home Championship
1900-03-17,Northern Ireland,England,1230.4881423431848,1792.5513541045325,False,0,2,British Home Championship
1900-03-26,Wales,England,1287.6179356460368,1795.4936575089598,False,1,1,British Home Championship
1900-04-07,Scotland,England,1694.9380831368514,1783.1105915023577,False,4,1,British Home Championship
1901-02-23,Scotland,Northern Ireland,1720.29481891389,1227.5458389387575,False,11,0,British Home Championship
1901-03-02,Wales,Scotland,1300.001001652639,1722.9280775386128,False,1,1,British Home Championship
1901-03-09,England,Northern Ireland,1757.7538557253192,1224.9125803140346,False,3,0,British Home Championship
1901-03-18,England,Wales,1759.0930217628425,1310.9561239931418,False,6,0,British Home Championship
1901-03-23,Northern Ireland,Wales,1223.5734142765114,1308.3499099427268,False,0,1,British Home Championship
1901-03-30,England,Scotland,1761.6992358132575,1711.97295519811,False,2,2,British Home Championship
1902-02-22,Wales,Northern Ireland,1324.0067411596006,1207.9165830596376,False,0,3,British Home Championship
1902-03-01,Northern Ireland,Scotland,1248.6694314551683,1718.0646400584008,False,1,5,British Home Championship
1902-03-03,Wales,England,1283.2538927640699,1755.6075509529667,False,0,0,British Home Championship
1902-03-15,Scotland,Wales,1724.0584323946464,1295.1055179411608,False,5,1,British Home Championship
1902-03-22,Northern Ireland,England,1242.6756391189226,1743.7559257758758,False,0,1,British Home Championship
1902-05-03,England,Scotland,1746.4678195858285,1726.6143347720085,False,2,2,British Home Championship
1902-07-20,Uruguay,Argentina,1500.0,1500.0,False,0,6,Friendly
1902-10-12,Austria,Hungary,1500.0,1500.0,False,5,0,Friendly
1903-02-14,England,Northern Ireland,1741.4892648044447,1239.96374530897,False,4,0,British Home Championship
1903-03-02,England,Wales,1743.198903014827,1292.5496155637986,False,2,1,British Home Championship
1903-03-09,Wales,Scotland,1291.3400617988655,1731.5928895533923,False,0,1,British Home Championship
1903-03-21,Scotland,Northern Ireland,1735.3012773893058,1238.2541070985876,False,0,2,British Home Championship
1903-03-28,Northern Ireland,Wales,1281.851792336488,1287.631673962952,False,2,0,British Home Championship
1903-04-04,England,Scotland,1744.4084567797602,1691.7035921514055,False,1,2,British Home Championship
1903-04-05,Hungary,Czechoslovakia,1485.6025999921153,1500.0,False,2,1,Friendly
1903-06-11,Hungary,Austria,1493.1874334547679,1514.3974000078847,False,3,2,Friendly
1903-09-13,Argentina,Uruguay,1527.2027624916227,1472.7972375083773,False,2,3,Friendly
1903-10-11,Austria,Hungary,1506.6270679136567,1500.957765548996,False,4,2,Friendly
1904-02-29,Wales,England,1271.0880826336672,1723.2097602556391,False,2,2,British Home Championship
1904-03-12,Northern Ireland,England,1298.3953836657727,1711.701749831857,False,1,3,British Home Championship
1904-03-12,Scotland,Wales,1712.9022886755265,1282.5960930574495,False,1,1,British Home Championship
1904-03-21,Wales,Northern Ireland,1296.2430458676674,1292.0314330974677,False,0,1,British Home Championship
1904-03-26,Northern Ireland,Scotland,1311.400369104444,1699.2553358653086,False,1,1,British Home Championship
1904-04-09,Scotland,England,1689.0601830515134,1718.0657004001619,False,0,1,British Home Championship
1904-05-01,Belgium,France,1500.0,1500.0,False,3,3,Évence Coppée Trophy
1904-06-02,Hungary,Austria,1490.3842255535196,1517.200607909133,False,3,0,Friendly
1904-10-09,Austria,Hungary,1503.3332301607918,1504.2516033018608,False,5,4,Friendly
1905-02-12,France,Switzerland,1504.2019499940866,1500.0,False,1,0,Friendly
1905-02-25,England,Northern Ireland,1736.0888192500468,1321.5955219182392,False,1,1,British Home Championship
1905-03-06,Wales,Scotland,1276.874109860691,1671.0370642016285,False,3,1,British Home Championship
1905-03-18,Scotland,Northern Ireland,1633.0272451254552,1335.1198746604327,False,4,0,British Home Championship
1905-03-27,England,Wales,1722.5644665078532,1314.8839289368643,False,3,1,British Home Championship
1905-04-01,England,Scotland,1724.861948623188,1638.1971577723384,False,1,0,British Home Championship
1905-04-08,Northern Ireland,Wales,1329.9499620135496,1312.5864468215295,False,2,2,British Home Championship
1905-04-09,Hungary,Austria,1497.028526665259,1510.5563067973935,False,0,0,Friendly
1905-04-17,Guernsey,Alderney,1500.0,1500.0,False,6,0,Muratti Vase
1905-04-27,Jersey,Guernsey,1500.0,1522.9458562625662,False,0,1,Muratti Vase
1905-04-30,Belgium,Netherlands,1495.7980500059134,1500.0,False,1,4,Friendly
1905-05-07,Belgium,France,1473.5914680610913,1511.2895805148278,False,7,0,Friendly
1905-05-14,Netherlands,Belgium,1522.2065819448221,1492.0994815257066,False,4,0,Friendly
1905-07-21,Guyana,Trinidad and Tobago,1500.0,1500.0,False,1,4,Friendly
1905-08-15,Argentina,Uruguay,1513.0297906030032,1486.9702093969968,False,0,0,Copa Lipton
1906-02-17,Northern Ireland,England,1325.0672920244926,1732.498231568273,False,0,5,British Home Championship
1906-03-03,Scotland,Wales,1630.5608748272534,1317.4691168105865,False,0,2,British Home Championship
1906-03-17,Northern Ireland,Scotland,1316.3326236281441,1589.3800183530334,False,0,1,British Home Championship
1906-03-19,Wales,England,1358.6499732848065,1741.2328999646215,False,0,1,British Home Championship
1906-03-29,Jersey,Guernsey,1481.726795557787,1541.2190607047792,False,1,2,Muratti Vase
1906-04-01,Hungary,Czechoslovakia,1494.5898047326311,1492.4151665373474,False,1,1,Friendly
1906-04-02,Wales,Northern Ireland,1353.7213951317533,1308.2415982212563,False,4,4,British Home Championship
1906-04-02,Guernsey,Alderney,1557.9600387502562,1477.0541437374338,False,1,0,Muratti Vase
1906-04-07,Scotland,England,1597.4710437599213,1746.1614781176747,False,2,1,British Home Championship
1906-04-22,France,Belgium,1492.7815670502125,1480.0601560763484,False,0,5,Friendly
1906-04-29,Belgium,Netherlands,1506.330446585857,1534.2459073941802,False,5,0,Friendly
1906-05-13,Netherlands,Belgium,1518.3368942051416,1522.2394597748957,False,2,3,Friendly
1906-07-09,Argentina,South Africa,1504.337212084633,1500.0,False,0,1,Friendly
1906-08-15,Uruguay,Argentina,1495.662787915367,1491.4212800670043,False,0,2,Copa Lipton
1906-10-07,Czechoslovakia,Hungary,1495.2740442440272,1491.7309270259514,False,4,4,Friendly
1906-10-21,Argentina,Uruguay,1539.8465729641582,1447.2374950182132,False,2,1,Copa Newton
1906-11-04,Hungary,Austria,1494.6259326041118,1512.9950287300214,False,3,1,Friendly
1907-02-16,England,Northern Ireland,1729.0729977157202,1314.1794286280278,False,1,0,British Home Championship
1907-02-23,Northern Ireland,Wales,1312.7070108804671,1347.7835647249817,False,2,3,British Home Championship
1907-03-04,Wales,Scotland,1365.554359451645,1614.5595241618757,False,1,0,British Home Championship
1907-03-16,Scotland,Northern Ireland,1593.4938595812969,1294.9362161538038,False,3,0,British Home Championship
1907-03-18,England,Wales,1730.545415463281,1386.620024032224,False,1,1,British Home Championship
1907-03-21,Alderney,Jersey,1469.2276181222471,1464.98581751231,True,1,2,Muratti Vase
1907-04-04,Jersey,Guernsey,1480.1689416672375,1565.786564365443,False,2,3,Muratti Vase
1907-04-06,England,Scotland,1717.7072716293776,1598.3027342830133,False,1,1,British Home Championship
1907-04-07,Hungary,Czechoslovakia,1506.1650926589662,1492.3790386658668,False,5,2,Friendly
1907-04-14,Belgium,Netherlands,1534.9369270043958,1505.6394269756415,False,1,3,Friendly
1907-04-21,Belgium,France,1514.5988886918244,1466.5112765407039,False,1,2,Friendly
1907-05-05,Austria,Hungary,1501.455868675167,1518.1302808467133,False,3,1,Friendly
1907-05-09,Netherlands,Belgium,1525.977465288213,1500.577226675534,False,1,2,Friendly
1907-10-06,Czechoslovakia,Hungary,1480.4138504781197,1506.6603129531425,False,5,3,Friendly
1907-11-03,Hungary,Austria,1494.7975263344597,1512.9258365687379,False,4,1,Friendly
1908-02-15,Northern Ireland,England,1290.1273414520874,1709.3210390814627,False,1,3,British Home Championship
1908-03-07,Scotland,Wales,1606.6889668309282,1399.4581678661273,False,2,1,British Home Championship
1908-03-08,Switzerland,France,1492.9123694792588,1480.5329385569944,False,1,2,Friendly
1908-03-14,Northern Ireland,Scotland,1283.9463248057252,1611.0606019070676,False,0,5,British Home Championship
1908-03-16,Wales,England,1395.0865327899878,1715.5020557278249,False,1,7,British Home Championship
1908-03-29,Belgium,Netherlands,1514.0375640023651,1512.5171279613817,False,1,4,Friendly
1908-04-02,Guernsey,Alderney,1581.4071470684619,1454.0444939673196,True,3,0,Muratti Vase
1908-04-04,Scotland,England,1623.8361891800755,1729.4926554165202,False,1,1,British Home Championship
1908-04-05,Hungary,Czechoslovakia,1508.2483990305407,1492.2766370968025,False,5,2,Friendly
1908-04-05,Switzerland,Germany,1479.7861024589135,1500.0,False,5,3,Friendly
1908-04-09,Guernsey,Jersey,1598.4435035769977,1464.5483589642186,False,0,4,Muratti Vase
1908-04-11,Wales,Northern Ireland,1381.0959331012925,1271.1707375327173,False,0,1,British Home Championship
1908-04-12,France,Belgium,1493.6592055773397,1491.5648026280835,False,1,2,Friendly
1908-04-26,Netherlands,Belgium,1534.9898893356633,1504.4215595866322,False,3,1,Friendly
1908-05-03,Austria,Hungary,1499.4749638726569,1520.1147057241876,False,4,0,Friendly
1908-05-10,Netherlands,France,1544.6039958050258,1480.802448618791,False,4,1,Friendly
1908-06-06,Austria,England,1514.0151039147652,1729.2484677126604,False,1,6,Friendly
1908-06-07,Austria,Germany,1500.4154840173467,1488.3853415001663,False,3,2,Friendly
1908-06-08,Austria,England,1507.2982906075317,1742.848087610079,False,1,11,Friendly
1908-06-10,Hungary,England,1505.5745656820793,1759.3466303955813,False,0,7,Friendly
1908-06-13,Czechoslovakia,England,1480.4103304031555,1772.4913487993692,False,0,4,Friendly
1908-07-12,Sweden,Norway,1500.0,1500.0,False,11,3,Friendly
1908-08-15,Uruguay,Argentina,1434.8322668094584,1552.251801172913,False,2,2,Copa Lipton
1908-09-13,Argentina,Uruguay,1550.9994141441082,1436.0846538382632,False,2,1,Copa Newton
1908-10-04,Argentina,Uruguay,1562.246047484241,1424.8380204981304,False,0,1,Copa Premio Honor Argentino
1908-10-22,France,Denmark,1470.9915496999874,1500.0,True,1,17,Olympic Games
1908-10-23,Netherlands,Sweden,1554.4148947238293,1517.096912509363,True,2,0,Olympic Games
1908-10-25,Netherlands,Sweden,1574.5074256181128,1497.0043816150794,False,5,3,Friendly
1908-10-26,Belgium,Sweden,1494.8074531172697,1489.064013309066,False,2,1,Friendly
1908-11-01,Hungary,Austria,1492.4298472782914,1490.7997478220293,False,5,3,Friendly
1909-02-13,England,Northern Ireland,1781.8165510720146,1294.2713504158646,False,4,0,British Home Championship
1909-03-01,Wales,Scotland,1357.9953202181453,1624.0803768839353,False,3,2,British Home Championship
1909-03-15,England,Wales,1783.6647564306013,1379.6653026468812,False,2,0,British Home Championship
1909-03-15,Scotland,Northern Ireland,1602.4103944551994,1292.423145057278,False,5,0,British Home Championship
1909-03-18,Guernsey,Jersey,1553.806773297115,1509.1850892441014,False,3,0,Muratti Vase
1909-03-20,Northern Ireland,Wales,1287.247054368085,1377.3211804405419,False,2,3,British Home Championship
1909-03-21,Belgium,Netherlands,1501.854531877063,1582.4477939241262,False,1,4,Friendly
1909-03-25,Guernsey,Alderney,1569.7202974704235,1437.0081374587837,True,2,0,Muratti Vase
1909-04-03,England,Scotland,1786.0088786369406,1607.5864851443923,False,2,0,British Home Championship
1909-04-04,Germany,Switzerland,1481.5025349099813,1491.4007609587472,False,1,0,Friendly
1909-04-04,Hungary,Germany,1503.1631285206333,1488.9658122819358,False,3,3,Friendly
1909-04-25,Netherlands,Belgium,1600.9242775210519,1483.3780482801374,False,4,1,Friendly
1909-05-02,Austria,Hungary,1480.0664665796874,1499.989729887648,False,3,4,Friendly
1909-05-09,Belgium,France,1475.5974498708874,1424.5835898557161,False,5,2,Friendly
1909-05-29,Hungary,England,1512.254561762654,1793.55090861075,False,2,4,Friendly
1909-05-30,Hungary,Austria,1504.4410309936313,1467.8016347046814,False,1,1,Friendly
1909-05-31,Hungary,England,1500.69918836501,1801.3644393797726,False,2,8,Friendly
1909-06-01,Austria,England,1471.5434773333027,1811.5455169194192,False,1,8,Friendly
1909-08-15,Argentina,Uruguay,1522.4042870787982,1464.6797809035731,False,2,1,Copa Lipton
1909-09-19,Uruguay,Argentina,1450.3086540840409,1536.7754138983305,False,2,2,Copa Newton
1909-10-10,Argentina,Uruguay,1537.7487166124533,1449.335351369918,False,3,1,Copa Premio Honor Argentino
1909-11-07,Hungary,Austria,1490.5181108253635,1462.5093617063048,False,2,2,Friendly
1910-02-12,Northern Ireland,England,1271.8186364927717,1820.579632546417,False,1,1,British Home Championship
1910-03-05,Scotland,Wales,1600.044455170583,1392.749598315855,False,1,0,British Home Championship
1910-03-13,Belgium,Netherlands,1485.9364078995386,1608.704875930302,False,3,2,Friendly
1910-03-14,Wales,England,1388.3793401800938,1807.6863086984233,False,0,1,British Home Championship
1910-03-19,Northern Ireland,Scotland,1284.7119603407655,1604.4147133063443,False,1,0,British Home Championship
1910-04-02,Scotland,England,1581.0196343793036,1811.8046692195087,False,2,0,British Home Championship
1910-04-03,France,Belgium,1414.244631827065,1496.5908005791446,False,0,4,Friendly
1910-04-03,Switzerland,Germany,1483.9374835867927,1492.139210914921,False,2,3,Friendly
1910-04-07,Jersey,Alderney,1493.2715650707928,1422.7076446501799,False,7,1,Muratti Vase
1910-04-10,Netherlands,Belgium,1598.050483250696,1516.292702953305,False,7,0,Friendly
1910-04-11,Wales,Northern Ireland,1384.2609796590084,1308.1070392678062,False,4,1,British Home Championship
1910-04-21,Guernsey,Jersey,1584.0207902790273,1510.64508980769,False,2,3,Muratti Vase
1910-04-24,Netherlands,Germany,1609.7477706137984,1504.7215636807493,False,4,2,Friendly
1910-05-01,Austria,Hungary,1466.0356156055468,1486.9918569261215,False,2,1,Friendly
1910-05-15,Italy,France,1500.0,1394.5427294529045,False,6,2,Friendly
1910-05-16,Germany,Belgium,1497.6712152692737,1504.5954155902027,False,0,3,Friendly
1910-05-26,Hungary,Italy,1479.228463447339,1508.7962174188585,False,6,1,Friendly
1910-05-27,Argentina,Chile,1556.6965315421876,1500.0,False,3,1,Friendly
1910-05-29,Chile,Uruguay,1491.3409191932283,1430.3875364401838,True,0,3,Friendly
1910-06-05,Argentina,Chile,1565.3556123489593,1470.8018705758354,False,5,1,Friendly
1910-06-12,Argentina,Uruguay,1574.5814433524167,1450.9265850575766,False,4,1,Friendly
1910-08-15,Uruguay,Argentina,1443.3566836542036,1582.1513447557898,False,3,1,Copa Lipton
1910-09-11,Chile,Argentina,1461.576039572378,1540.481410166791,False,0,3,Friendly
1910-09-11,Norway,Sweden,1482.903087490637,1482.0169345492727,False,0,4,Friendly
1910-10-16,Germany,Netherlands,1475.5920984147347,1616.798119025274,False,1,2,Friendly
1910-10-16,Russia,Czechoslovakia,1500.0,1471.0851281305102,False,5,4,Friendly
1910-10-23,Russia,Czechoslovakia,1506.4509297738143,1464.6341983566958,False,1,0,Friendly
1910-11-06,Hungary,Austria,1495.2286987312436,1473.7990090843293,False,3,0,Friendly
1910-11-13,Argentina,Uruguay,1559.0426229109564,1485.0266182432024,False,1,1,Copa Premio Honor Argentino
1910-11-27,Argentina,Uruguay,1547.4728250228554,1496.5964161313034,False,2,6,Copa Premio Honor Argentino
1911-01-01,France,Hungary,1385.746512034046,1506.8498453980087,False,0,3,Friendly
1911-01-06,Italy,Hungary,1492.7959821349539,1523.2881958565665,False,0,1,Friendly
1911-01-08,Switzerland,Hungary,1471.3551308209644,1535.2625207829587,False,2,0,Friendly
1911-01-28,Northern Ireland,Wales,1294.1318980651627,1398.236120861652,False,1,2,British Home Championship
1911-02-11,England,Northern Ireland,1781.2136070949953,1279.309083365288,False,2,1,British Home Championship
1911-03-06,Wales,Scotland,1413.0589355615266,1611.610696503817,False,2,2,British Home Championship
